frame,valid_eye_gaze,left_eye_intersection,right_eye_intersection,avg_eye_intersection
9.0,1,"[['parent', [170.17048784685144, 60.30931115916755, 882.3]]]","[['parent', [217.37408845455795, 57.77247529147153, 882.3]]]","[['parent', [192.7217668691205, 58.32069572705207, 882.3]]]"
10.0,1,"[['parent', [178.776085228002, 65.60856078226365, 909.1]]]","[['parent', [229.3047109191789, 56.92407863321214, 909.1]]]","[['parent', [204.52828324165228, 60.48455797892116, 909.1]]]"
11.0,1,"[['parent', [180.96281504053343, 65.8867235365952, 892.9]]]","[['parent', [235.14197767306428, 50.839388806192595, 892.9]]]","[['parent', [210.19253945638795, 57.46501698087589, 892.9]]]"
12.0,1,"[['parent', [168.86841157920225, 160.7, 1139.7753847141228]]]","[['parent', [241.94814236982094, 42.167876829042655, 880.1]]]","[['parent', [229.61046316589884, 160.7, 1180.786078260351]]]"
13.0,1,"[['parent', [170.50480714663917, 160.7, 1110.577032732802]]]","[['parent', [246.50421870852028, 37.33880298880495, 871.2]]]","[['parent', [231.22534731761374, 160.7, 1154.685226594738]]]"
14.0,1,"[['parent', [172.46608710181025, 159.6, 1097.0872209865133]]]","[['parent', [251.8847835670626, 34.197230397121395, 870.7]]]","[['parent', [232.9812789394813, 159.6, 1144.159944815182]]]"
15.0,1,"[['parent', [177.286845176896, 159.0, 1095.9301622188116]]]","[['parent', [262.2375700620507, 28.712996817270728, 885.0]]]","[['parent', [238.4289638767654, 159.0, 1147.1571715519153]]]"
16.0,1,"[['parent', [184.57589836834296, 158.4, 1091.5557466864443]]]","[['parent', [301.63144362372645, 158.4, 1187.3663715609855]]]","[['parent', [243.10189237596245, 158.4, 1140.8808717902143]]]"
17.0,1,"[['parent', [191.2788828140287, 156.7, 1089.794083495436]]]","[['parent', [304.73453885650406, 156.7, 1188.1963247219294]]]","[['parent', [247.9523260562417, 156.7, 1140.3671890256967]]]"
18.0,1,"[['parent', [189.42363626614693, 155.3, 1079.1355669994941]]]","[['parent', [298.96606908210515, 155.3, 1168.1613500756746]]]","[['parent', [244.04639108765755, 155.3, 1125.0513866901204]]]"
19.0,1,"[['parent', [201.4844475472152, 153.0, 1087.9668692003982]]]","[['parent', [304.17551835892016, 153.0, 1163.8455801754872]]]","[['parent', [252.54378051776615, 153.0, 1127.397950342107]]]"
20.0,1,"[['parent', [203.97649677095103, 154.1, 1089.8910388330946]]]","[['parent', [305.90879995567707, 154.1, 1163.6769217699639]]]","[['parent', [254.29772043684227, 154.1, 1127.9918802150403]]]"
21.0,1,"[['parent', [203.095292389763, 156.3, 1085.5966284016476]]]","[['parent', [304.72361866597527, 156.3, 1156.7723852758388]]]","[['parent', [253.02796822684516, 156.3, 1122.167793457858]]]"
22.0,1,"[['parent', [206.25473328290434, 156.9, 1093.0235630578138]]]","[['parent', [305.27144945932884, 156.9, 1155.6904250258506]]]","[['parent', [255.08991840492405, 156.9, 1125.5926129122927]]]"
23.0,1,"[['parent', [209.0090358558794, 157.4, 1083.9122641920446]]]","[['parent', [304.3417025014483, 157.4, 1135.287815153756]]]","[['parent', [256.0113484230212, 157.4, 1110.9182522079664]]]"
24.0,0,[],[],[]
25.0,0,[],[],[]
26.0,0,[],[],[]
27.0,0,[],[],[]
28.0,0,[],[],[]
29.0,0,[],[],[]
33.0,0,[],[],[]
34.0,0,[],[],[]
35.0,0,[],[],[]
36.0,0,[],[],[]
37.0,0,[],[],[]
38.0,1,"[['parent', [149.0444319758039, 70.47464213821786, 915.2]]]","[['parent', [347.8, 28.435607747226065, 1103.879701116766]]]","[['parent', [347.8, 46.62210826384139, 1202.33300224515]]]"
39.0,0,[],[],[]
40.0,0,[],[],[]
41.0,0,[],[],[]
42.0,0,[],[],[]
43.0,0,[],[],[]
44.0,1,"[['parent', [318.8930994864734, 102.84073698507794, 1271.6]]]","[['parent', [389.9, 57.931884825138866, 1190.3432166187613]]]","[['parent', [184.08263800775748, 39.810236245615414, 971.4]]]"
45.0,1,"[['parent', [311.433680568088, 131.56251314210002, 1277.6]]]","[['parent', [391.4, 84.26839817094617, 1207.4729194512838]]]","[['parent', [191.91818929800453, 32.18953459788476, 979.5]]]"
46.0,1,"[['parent', [300.578522832036, 142.6, 1252.5366839866497]]]","[['parent', [387.8, 98.93599159420602, 1206.6284907096676]]]","[['parent', [197.2959526499552, 29.932125475475324, 984.3]]]"
47.0,1,"[['parent', [297.55192113245704, 141.7, 1245.2371370793007]]]","[['parent', [386.3, 103.10029539832404, 1205.0152043363041]]]","[['parent', [196.45954560414796, 29.935322872203038, 975.2]]]"
48.0,1,"[['parent', [301.534803276484, 123.9663767887743, 1254.1]]]","[['parent', [376.8, 83.74470211984003, 1180.5518743448483]]]","[['parent', [184.64955458520464, 36.72288377261331, 953.9]]]"
49.0,1,"[['parent', [158.0104476641526, 49.00708368123516, 971.3]]]","[['parent', [368.6, 75.89151918153101, 1176.5048338242082]]]","[['parent', [188.67004324841173, 45.59401323365167, 971.3]]]"
50.0,1,"[['parent', [158.39169866365089, 53.216091423972216, 968.0]]]","[['parent', [360.6, 75.17746050183376, 1164.64268768575]]]","[['parent', [360.6, 105.08756636991964, 1260.427293599546]]]"
51.0,1,"[['parent', [158.1343006952867, 54.68891030836086, 972.1]]]","[['parent', [359.9, 78.55600733102916, 1169.2872889442883]]]","[['parent', [359.9, 108.76697747572723, 1267.4530291793944]]]"
52.0,1,"[['parent', [151.86314141544537, 58.12725306482041, 985.4]]]","[['parent', [354.5, 83.0244215308131, 1174.098676078965]]]","[['parent', [354.5, 109.60552533720596, 1278.8532028347472]]]"
53.0,1,"[['parent', [153.3976109450499, 72.0955548532269, 978.4]]]","[['parent', [346.4, 84.25684310220633, 1174.6366808191142]]]","[['parent', [346.4, 105.34578439769236, 1276.1970772879265]]]"
54.0,1,"[['parent', [151.3709496428419, 72.81269310018628, 978.5]]]","[['parent', [341.5, 92.31463289449329, 1159.0886168965576]]]","[['parent', [341.5, 113.79755151077401, 1259.3248849541114]]]"
55.0,1,"[['parent', [149.3591529458349, 69.19585683174117, 1026.4]]]","[['parent', [338.1, 101.8093957529776, 1169.3599843173824]]]","[['parent', [338.1, 126.18365832659154, 1268.7749433560864]]]"
56.0,0,[],[],[]
57.0,0,[],[],[]
58.0,1,"[['parent', [221.68940830449804, 111.95495007414725, 1121.5]]]","[['parent', [106.4616905883, 74.53715762815443, 1121.5]]]","[['parent', [174.60283068565275, 92.56042132009377, 1121.5]]]"
59.0,1,"[['parent', [264.4, 106.91348912612857, 1075.6684047832523]]]","[['parent', [264.4, 93.59680250467466, 977.8934926616732]]]","[['parent', [264.4, 98.81165989698923, 1025.6200389743424]]]"
60.0,1,"[['parent', [263.7, 95.9590595199753, 991.9737921313572]]]","[['parent', [263.7, 100.34174933991982, 1023.0411017586799]]]","[['parent', [263.7, 97.30136337103832, 1006.739259178816]]]"
61.0,1,"[['parent', [270.3, 101.74956776466466, 1062.3991210609295]]]","[['parent', [270.3, 95.40000161590046, 1011.0895495988217]]]","[['parent', [270.3, 97.2690690727867, 1035.6347211059265]]]"
62.0,1,"[['parent', [277.3, 89.40436909638127, 1075.9838524983538]]]","[['parent', [277.3, 95.00013523993266, 1080.144841967883]]]","[['parent', [277.3, 90.99831326988559, 1077.114300317739]]]"
63.0,1,"[['parent', [281.7, 76.87079867686914, 1061.3005671775597]]]","[['parent', [244.8564023537245, 90.90351323305981, 1139.9]]]","[['parent', [281.7, 85.99827085579905, 1112.4239694405353]]]"
64.0,1,"[['parent', [281.8, 72.54567982350966, 1019.3006388182821]]]","[['parent', [161.65558122256382, 83.55572144639842, 1133.2]]]","[['parent', [281.8, 84.87418794379816, 1118.491477679869]]]"
65.0,1,"[['parent', [284.2, 75.8200090342907, 1073.8091116760709]]]","[['parent', [182.10182926936693, 86.08448159545405, 1120.8]]]","[['parent', [267.5984124262402, 83.289121785632, 1120.8]]]"
66.0,1,"[['parent', [240.4798291849063, 79.54430698057813, 1126.3]]]","[['parent', [185.99208600963183, 84.0382746906688, 1126.3]]]","[['parent', [213.90597208153406, 82.94579259334691, 1126.3]]]"
67.0,1,"[['parent', [290.1, 66.49447948601615, 1044.2604906644704]]]","[['parent', [156.5518122466762, 82.30067411432853, 1128.9]]]","[['parent', [285.9084281950336, 80.09210028382213, 1128.9]]]"
68.0,1,"[['parent', [290.9, 71.50274777562724, 1128.80206713724]]]","[['parent', [125.76285115807534, 81.32205059007627, 1132.2]]]","[['parent', [209.39728275213508, 81.02232613219786, 1132.2]]]"
69.0,1,"[['parent', [288.4, 63.103537515682326, 1101.2739087779382]]]","[['parent', [288.4, 83.42035943940233, 1100.3616910693763]]]","[['parent', [288.4, 71.58012081657151, 1099.8725073240396]]]"
70.0,1,"[['parent', [286.5, 63.06383287690842, 1090.5204139968637]]]","[['parent', [201.8277188802328, 95.67863991290302, 1126.7]]]","[['parent', [274.6997440452889, 75.85164527975061, 1126.7]]]"
71.0,1,"[['parent', [290.0, 55.95055849503955, 1073.910290255538]]]","[['parent', [270.7659507409198, 87.522847593146, 1142.4]]]","[['parent', [290.0, 69.9261096814403, 1112.2967129346557]]]"
72.0,1,"[['parent', [291.0, 57.917085209179064, 1062.5071337873499]]]","[['parent', [291.0, 82.1200746726373, 1114.1198210000416]]]","[['parent', [291.0, 68.24850466398055, 1085.6584575471352]]]"
73.0,1,"[['parent', [283.3630287284273, 63.59759342311399, 1166.3]]]","[['parent', [291.4, 82.29349996344942, 1114.4633014327833]]]","[['parent', [291.4, 70.76708199609844, 1141.8147768338474]]]"
74.0,1,"[['parent', [291.3, 44.14234911935591, 1069.2210661268898]]]","[['parent', [291.3, 70.58591052348008, 1057.5483420429025]]]","[['parent', [291.3, 56.26422588230669, 1061.140733169031]]]"
75.0,1,"[['parent', [295.6, 52.83963723063923, 1144.6220462364943]]]","[['parent', [295.6, 73.88062183671153, 1059.6784778252977]]]","[['parent', [295.6, 62.64157570972586, 1098.92888029708]]]"
76.0,0,[],[],[]
77.0,1,"[['parent', [299.1, 99.25001570144642, 1118.8353461540878]]]","[['parent', [299.1, 90.49970091451742, 918.9739864674018]]]","[['parent', [299.1, 95.41511491739095, 1013.9317989892654]]]"
78.0,1,"[['parent', [258.4753894711234, 105.96849057932508, 1135.3]]]","[['parent', [294.3, 90.51563072438596, 924.0809687096016]]]","[['parent', [294.3, 100.52092402664347, 1047.6326268956059]]]"
79.0,1,"[['parent', [283.3, 114.17757795459295, 1035.5317975668456]]]","[['parent', [283.3, 92.84650650445982, 922.082734428911]]]","[['parent', [283.3, 103.10948697776186, 974.5253713822735]]]"
80.0,1,"[['parent', [270.8, 115.98348004311103, 1050.1275624230561]]]","[['parent', [270.8, 90.56442843516241, 873.2622621617552]]]","[['parent', [270.8, 102.6760242781187, 957.1315662328655]]]"
81.0,0,[],[],[]
81.0,0,[],[],[]
82.0,0,[],[],[]
82.0,0,[],[],[]
83.0,0,[],[],[]
83.0,0,[],[],[]
84.0,0,[],[],[]
84.0,0,[],[],[]
85.0,0,[],[],[]
85.0,0,[],[],[]
86.0,0,[],[],[]
86.0,0,[],[],[]
89.0,1,"[['parent', [165.39880240432942, 87.98715135700434, 915.0]]]","[['parent', [213.82719483867191, 79.49409689292563, 915.0]]]","[['parent', [188.38702908929776, 83.1824975278679, 915.0]]]"
90.0,1,"[['parent', [182.19651200372198, 84.85928111477541, 970.6]]]","[['parent', [232.31172222966413, 74.50109988781354, 970.6]]]","[['parent', [206.6901858801519, 79.10947260212839, 970.6]]]"
91.0,1,"[['parent', [195.5805480072923, 98.57667787752752, 1017.1]]]","[['parent', [248.69796882802095, 85.09148015121517, 1017.1]]]","[['parent', [222.23732041154634, 90.79978826214371, 1017.1]]]"
92.0,0,[],[],[]
93.0,1,"[['parent', [193.98052146607174, 111.60599211538636, 915.8]]]","[['parent', [239.23308102441553, 91.08692314629033, 915.8]]]","[['parent', [215.24159256874324, 100.90797291626389, 915.8]]]"
94.0,1,"[['parent', [199.531924806474, 102.7616519625955, 923.4]]]","[['parent', [243.67220880703584, 84.45519331147406, 923.4]]]","[['parent', [220.43420776126527, 93.35773429782411, 923.4]]]"
95.0,1,"[['parent', [208.6258486896656, 96.26420824643836, 968.7]]]","[['parent', [256.34337617791726, 78.9465298151774, 968.7]]]","[['parent', [231.52503366146374, 87.28347602268045, 968.7]]]"
96.0,1,"[['parent', [203.57190368205352, 102.39184265443032, 945.0]]]","[['parent', [249.1031170100845, 84.4370550191913, 945.0]]]","[['parent', [224.84991199304304, 93.23098970764372, 945.0]]]"
97.0,1,"[['parent', [197.0767119983692, 109.30014865003966, 924.1]]]","[['parent', [241.4603269810055, 89.13446322569233, 924.1]]]","[['parent', [217.31928888041887, 99.19711059642084, 924.1]]]"
98.0,1,"[['parent', [194.3466215950274, 111.20831347698531, 913.6]]]","[['parent', [238.85755944652288, 91.50569319482175, 913.6]]]","[['parent', [214.78417627238636, 101.3150805612897, 913.6]]]"
99.0,1,"[['parent', [205.68597182796688, 103.41137328394596, 967.4]]]","[['parent', [253.4712152793558, 88.13993085825012, 967.4]]]","[['parent', [228.600233457851, 95.56033172609646, 967.4]]]"
100.0,1,"[['parent', [206.420511315051, 100.58471128253302, 997.8]]]","[['parent', [259.2550426568378, 87.58259651619473, 997.8]]]","[['parent', [232.55472284474342, 93.5776382187914, 997.8]]]"
101.0,0,[],[],[]
102.0,0,[],[],[]
103.0,1,"[['parent', [102.7212020231432, 89.51472613154745, 782.2]]]","[['parent', [345.4, 138.31021986743346, 1071.2675166106994]]]","[['parent', [133.10241933292673, 85.31687803740024, 782.2]]]"
104.0,0,[],[],[]
105.0,1,"[['parent', [197.27147032916548, 127.59798319366537, 1120.5]]]","[['parent', [350.3, 162.17005905268672, 1051.1667225258125]]]","[['parent', [283.8693849583566, 153.4319562524482, 1120.5]]]"
106.0,1,"[['parent', [204.17836088019197, 141.09724234108322, 1179.6999999999998]]]","[['parent', [344.4987105161915, 173.7, 1087.6509578264504]]]","[['parent', [87.56885261874166, 51.79140402567663, 865.3]]]"
107.0,1,"[['parent', [215.86053811659195, 154.40243433696347, 1204.9]]]","[['parent', [336.08745605428203, 176.7, 1106.4583476102448]]]","[['parent', [287.70812709764436, 176.7, 1186.104829856189]]]"
108.0,1,"[['parent', [223.1475736050044, 163.08502866369673, 1213.8]]]","[['parent', [319.0737972088828, 175.5, 1119.924559460858]]]","[['parent', [277.11750522273206, 175.5, 1184.4059802091022]]]"
109.0,1,"[['parent', [221.28231656740712, 172.6, 1237.0390786640153]]]","[['parent', [293.583765713028, 172.6, 1137.1227349080302]]]","[['parent', [257.3190340535621, 172.6, 1189.0254561257739]]]"
110.0,1,"[['parent', [217.23009695478316, 168.3, 1227.113679483236]]]","[['parent', [285.1249730522606, 168.3, 1146.3503598633529]]]","[['parent', [251.30625802526447, 168.3, 1188.778001236245]]]"
111.0,1,"[['parent', [211.01590617185337, 161.2, 1193.9597452107887]]]","[['parent', [279.9543915853093, 161.2, 1126.1408437777875]]]","[['parent', [245.26833175615585, 161.2, 1161.8429585192825]]]"
112.0,0,[],[],[]
113.0,1,"[['parent', [197.74124231118282, 144.9, 1128.734318510302]]]","[['parent', [281.165417485941, 144.9, 1109.464923591107]]]","[['parent', [239.34840215996348, 144.9, 1120.8382024871023]]]"
114.0,1,"[['parent', [199.42846047468964, 143.1, 1146.4944141152635]]]","[['parent', [285.2763645220239, 143.1, 1133.3444722234549]]]","[['parent', [241.8476747959458, 143.1, 1141.5286168479847]]]"
115.0,1,"[['parent', [197.88862073643833, 142.6, 1118.7595934193632]]]","[['parent', [283.3965659439172, 142.6, 1109.0318012757684]]]","[['parent', [239.92418839152742, 142.6, 1115.5154217237064]]]"
116.0,1,"[['parent', [197.69272382965778, 142.5, 1105.4620120486159]]]","[['parent', [283.5846697523768, 142.5, 1101.485764413032]]]","[['parent', [239.77544065240346, 142.5, 1105.0881876262245]]]"
117.0,1,"[['parent', [196.92826642020424, 143.3, 1087.2709173994847]]]","[['parent', [283.5841211676063, 143.3, 1088.0317607924485]]]","[['parent', [239.17315676148502, 143.3, 1089.2769797747014]]]"
118.0,1,"[['parent', [206.72517159982857, 151.9, 1088.441258484036]]]","[['parent', [294.19078006606657, 151.9, 1095.6598866095042]]]","[['parent', [249.24194359043057, 151.9, 1093.7762788699354]]]"
119.0,1,"[['parent', [217.9571085551603, 160.9, 1098.0089699125801]]]","[['parent', [312.18612111052016, 160.9, 1114.907430378785]]]","[['parent', [263.34033819845456, 160.9, 1108.0564043998686]]]"
120.0,1,"[['parent', [226.06481000197306, 164.3, 1116.183960012475]]]","[['parent', [329.7058731636132, 164.3, 1142.4666851026411]]]","[['parent', [275.1387885870192, 164.3, 1130.2075127954408]]]"
121.0,1,"[['parent', [229.04302102847112, 167.2, 1114.6217588138998]]]","[['parent', [339.4773107075448, 167.2, 1152.7298375523997]]]","[['parent', [281.03038218387286, 167.2, 1134.1991690848358]]]"
122.0,1,"[['parent', [226.6610983775642, 168.8, 1103.2961668726773]]]","[['parent', [339.6289208045721, 168.8, 1157.1680847806724]]]","[['parent', [279.6368506808845, 168.8, 1130.1739780934076]]]"
123.0,1,"[['parent', [227.83464441160396, 171.5, 1088.912972245278]]]","[['parent', [341.474747589064, 171.5, 1148.8167541188252]]]","[['parent', [281.2012343882871, 171.5, 1118.8481529897754]]]"
124.0,1,"[['parent', [230.24652872947135, 174.3, 1090.624742611305]]]","[['parent', [349.999400046463, 174.3, 1165.71484748519]]]","[['parent', [286.2889529136913, 174.3, 1127.712822108799]]]"
125.0,1,"[['parent', [229.8404640143307, 173.4, 1066.8937107663266]]]","[['parent', [347.320860548661, 173.4, 1138.283640866536]]]","[['parent', [285.15172433352245, 173.4, 1102.4529797182322]]]"
126.0,1,"[['parent', [238.25025684418617, 174.2, 1058.2600352692743]]]","[['parent', [346.9587812339689, 174.2, 1105.6169009755197]]]","[['parent', [289.5975743922935, 174.2, 1082.3603497748104]]]"
127.0,1,"[['parent', [253.26657001932944, 180.2, 1091.6718842506007]]]","[['parent', [359.22565287594045, 180.2, 1124.3559545352969]]]","[['parent', [303.1978289658826, 180.2, 1108.6453240962992]]]"
128.0,0,[],[],[]
129.0,0,[],[],[]
130.0,0,[],[],[]
131.0,0,[],[],[]
132.0,1,"[['parent', [248.10859713229004, 196.0, 1133.088443639837]]]","[['parent', [352.9496150812431, 196.0, 1149.9007686240247]]]","[['parent', [297.71252348588524, 196.0, 1142.6722515521947]]]"
133.0,1,"[['parent', [241.67920485013406, 194.1, 1149.3678378486534]]]","[['parent', [347.2414315290755, 194.1, 1169.7210730594725]]]","[['parent', [291.60417977201735, 194.1, 1160.4770058370261]]]"
134.0,1,"[['parent', [232.84360682687196, 192.1, 1145.305908892166]]]","[['parent', [339.40885569078, 192.1, 1181.6467672160716]]]","[['parent', [283.69024594279, 192.1, 1164.523711117237]]]"
135.0,1,"[['parent', [223.95115937723196, 185.3, 1126.901364985922]]]","[['parent', [322.61368287630677, 185.3, 1161.6936331663692]]]","[['parent', [271.7566527777778, 185.3, 1145.7227592592592]]]"
136.0,1,"[['parent', [217.2910125753736, 177.3, 1095.965851772217]]]","[['parent', [305.3000142954838, 177.3, 1113.4550437944079]]]","[['parent', [260.18357220508466, 177.3, 1106.1393082425627]]]"
137.0,1,"[['parent', [215.89356067406854, 174.5, 1089.6903979704691]]]","[['parent', [303.35728550437005, 174.5, 1105.954341532766]]]","[['parent', [258.44403392797017, 174.5, 1099.1429799462717]]]"
138.0,1,"[['parent', [215.61745889530397, 170.6, 1088.2798453635276]]]","[['parent', [305.00883291773454, 170.6, 1109.511721906675]]]","[['parent', [259.11792776215367, 170.6, 1100.2148494102346]]]"
139.0,1,"[['parent', [218.13578673067775, 167.2, 1096.0294796937849]]]","[['parent', [307.64629629629627, 167.2, 1119.5508230452674]]]","[['parent', [261.6084677446876, 167.2, 1109.075776235266]]]"
140.0,1,"[['parent', [219.2060882904015, 163.0, 1099.696592835076]]]","[['parent', [307.71999693735944, 163.0, 1122.0824481025984]]]","[['parent', [262.1581472555706, 163.0, 1112.1605997689571]]]"
141.0,1,"[['parent', [219.87540510892543, 159.1, 1104.3569577202784]]]","[['parent', [306.9659906275601, 159.1, 1126.8509978745874]]]","[['parent', [262.1149166383019, 159.1, 1116.833466877639]]]"
142.0,1,"[['parent', [213.08515579427495, 155.2, 1094.6338458538025]]]","[['parent', [300.440141890047, 155.2, 1122.2682046719206]]]","[['parent', [255.6367584445032, 155.2, 1109.698151278912]]]"
143.0,1,"[['parent', [209.16171885442535, 151.6, 1098.0997284501254]]]","[['parent', [296.2978864865165, 151.6, 1123.393190746884]]]","[['parent', [251.87634190099095, 151.6, 1112.1229080267624]]]"
144.0,1,"[['parent', [202.72201966782274, 149.7, 1087.124270445129]]]","[['parent', [289.71643315004576, 149.7, 1111.2203507344007]]]","[['parent', [245.51702200482572, 149.7, 1100.6461742408956]]]"
145.0,1,"[['parent', [199.7566593723216, 149.8, 1096.4990320404106]]]","[['parent', [287.791296978825, 149.8, 1123.9758999315222]]]","[['parent', [243.23486018148247, 149.8, 1111.7880785378754]]]"
146.0,1,"[['parent', [192.02355653701858, 151.9, 1089.142245903975]]]","[['parent', [278.9680665183943, 151.9, 1114.5758773161008]]]","[['parent', [235.14203081275758, 151.9, 1103.4283404354048]]]"
147.0,1,"[['parent', [189.93249498809982, 157.7, 1101.0653962610731]]]","[['parent', [275.5684311255786, 157.7, 1126.0722621170235]]]","[['parent', [232.4200731595334, 157.7, 1115.222304414789]]]"
148.0,1,"[['parent', [186.96866749703875, 163.1, 1123.9890195503779]]]","[['parent', [274.6426796998255, 163.1, 1148.3034925749394]]]","[['parent', [230.65608261362644, 163.1, 1137.835207026922]]]"
149.0,1,"[['parent', [181.9374081831027, 164.0, 1117.5054303494303]]]","[['parent', [265.76700503607026, 164.0, 1130.0906271000492]]]","[['parent', [223.91389374794602, 164.0, 1125.5836887746214]]]"
150.0,1,"[['parent', [176.28990115580757, 164.1, 1105.2978048516352]]]","[['parent', [258.5085840063787, 164.1, 1114.5036007267304]]]","[['parent', [217.48281110740027, 164.1, 1111.5110756658626]]]"
151.0,1,"[['parent', [172.14661459932987, 165.1, 1092.8769774920888]]]","[['parent', [253.81569576325822, 165.1, 1099.9033094819283]]]","[['parent', [213.09985529520276, 165.1, 1097.9662326515577]]]"
152.0,1,"[['parent', [168.72683298254057, 164.6, 1077.893159442703]]]","[['parent', [250.4348885622108, 164.6, 1087.7575998697673]]]","[['parent', [209.76306772072567, 164.6, 1084.4531456867628]]]"
153.0,1,"[['parent', [167.9862654173439, 164.8, 1073.9716238919318]]]","[['parent', [249.15760050582224, 164.8, 1082.9507792238205]]]","[['parent', [208.76551770342647, 164.8, 1080.0548706700856]]]"
154.0,1,"[['parent', [168.94950569700217, 166.2, 1079.5192694717925]]]","[['parent', [248.6878329341329, 166.2, 1084.601956956286]]]","[['parent', [208.96833147258224, 166.2, 1083.609354044302]]]"
155.0,1,"[['parent', [170.2172986929003, 167.0, 1085.9974582128882]]]","[['parent', [250.12063550661, 167.0, 1091.9986721743387]]]","[['parent', [210.29841866255222, 167.0, 1090.6056573015128]]]"
156.0,1,"[['parent', [171.23502972239854, 167.0, 1087.7391250649275]]]","[['parent', [251.29165499153032, 167.0, 1094.7580123875284]]]","[['parent', [211.4018812595129, 167.0, 1092.7950197952157]]]"
157.0,1,"[['parent', [176.41692810851092, 169.2, 1102.5206156428533]]]","[['parent', [256.32463501589746, 169.2, 1112.4893652286794]]]","[['parent', [216.44932831079527, 169.2, 1109.1112765638513]]]"
158.0,1,"[['parent', [176.2344225599314, 171.2, 1099.2368352161725]]]","[['parent', [256.9458734931849, 171.2, 1112.8732304653354]]]","[['parent', [216.58350365819115, 171.2, 1107.7468206803853]]]"
159.0,1,"[['parent', [178.92897846227888, 173.3, 1107.4946997954519]]]","[['parent', [259.194129834515, 173.3, 1120.5764791094557]]]","[['parent', [218.92690062251737, 173.3, 1115.8199894081365]]]"
160.0,1,"[['parent', [177.6619188084931, 173.7, 1109.2968142337575]]]","[['parent', [257.71694155009305, 173.7, 1117.8800908602461]]]","[['parent', [217.4960266845974, 173.7, 1115.3445457099608]]]"
161.0,1,"[['parent', [173.56145492522444, 172.6, 1099.0438034212225]]]","[['parent', [254.8136351658835, 172.6, 1109.1842860247773]]]","[['parent', [214.1053822002561, 172.6, 1105.8126902048039]]]"
162.0,1,"[['parent', [173.85028282159672, 172.0, 1103.981709114979]]]","[['parent', [252.22707192028022, 172.0, 1108.5598081657308]]]","[['parent', [213.10545411763815, 172.0, 1108.0404087776924]]]"
163.0,1,"[['parent', [169.86043052814904, 173.4, 1101.2300925622005]]]","[['parent', [250.16638101847468, 173.4, 1108.3743195960587]]]","[['parent', [210.2599560321025, 173.4, 1106.4898416608305]]]"
164.0,1,"[['parent', [172.76937218549162, 174.1, 1098.7155505135124]]]","[['parent', [249.3409447099917, 174.1, 1097.787153001195]]]","[['parent', [211.2272445091037, 174.1, 1100.0921974748962]]]"
165.0,1,"[['parent', [173.96785639159123, 176.7, 1095.2684974902204]]]","[['parent', [256.3485812212292, 176.7, 1112.3542867937913]]]","[['parent', [215.34544062322496, 176.7, 1105.5132917007816]]]"
166.0,1,"[['parent', [178.16062817416258, 177.4, 1091.0159281432557]]]","[['parent', [260.70955385317376, 177.4, 1102.882357533553]]]","[['parent', [219.44925817819887, 177.4, 1098.576668116835]]]"
167.0,1,"[['parent', [181.26421784655935, 180.5, 1081.475125791314]]]","[['parent', [264.85560724736894, 180.5, 1093.750128281455]]]","[['parent', [222.83903578771108, 180.5, 1089.2142367907163]]]"
168.0,1,[],[],[]
168.0,1,[],[],[]
169.0,1,[],[],[]
169.0,1,[],[],[]
170.0,1,[],[],[]
170.0,1,[],[],[]
171.0,1,[],[],[]
171.0,1,[],[],[]
172.0,1,[],[],[]
172.0,1,[],[],[]
173.0,1,[],[],[]
173.0,1,[],[],[]
174.0,1,[],[],[]
174.0,1,[],[],[]
175.0,1,[],[],[]
175.0,1,[],[],[]
176.0,1,[],[],[]
176.0,1,[],[],[]
177.0,1,[],[],[]
177.0,1,[],[],[]
178.0,1,[],[],[]
178.0,1,[],[],[]
179.0,1,[],[],[]
179.0,1,[],[],[]
180.0,1,[],[],[]
180.0,1,[],[],[]
181.0,1,[],[],[]
181.0,1,[],[],[]
182.0,1,[],[],[]
182.0,1,[],[],[]
183.0,1,[],[],[]
183.0,1,[],[],[]
184.0,1,[],[],[]
184.0,1,[],[],[]
185.0,1,[],[],[]
185.0,1,[],[],[]
186.0,1,[],[],[]
186.0,1,[],[],[]
187.0,1,[],[],[]
187.0,1,[],[],[]
188.0,1,[],[],[]
188.0,1,[],[],[]
189.0,1,[],[],[]
189.0,1,[],[],[]
190.0,1,[],[],[]
190.0,1,[],[],[]
191.0,1,[],[],[]
191.0,1,[],[],[]
192.0,1,[],[],[]
192.0,1,[],[],[]
193.0,1,[],[],[]
193.0,1,[],[],[]
193.0,0,[],[],[]
194.0,1,[],[],[]
194.0,1,[],[],[]
194.0,0,[],[],[]
195.0,1,[],[],[]
195.0,1,[],[],[]
195.0,1,[],[],[]
196.0,1,[],[],[]
196.0,1,[],[],[]
196.0,1,[],[],[]
197.0,1,[],[],[]
197.0,1,[],[],[]
197.0,0,[],[],[]
198.0,1,[],[],[]
198.0,1,[],[],[]
198.0,0,[],[],[]
199.0,1,[],[],[]
199.0,1,[],[],[]
199.0,0,[],[],[]
200.0,1,[],[],[]
200.0,0,[],[],[]
200.0,0,[],[],[]
201.0,1,[],[],[]
201.0,1,[],[],[]
201.0,0,[],[],[]
202.0,1,[],[],[]
202.0,1,[],[],[]
202.0,0,[],[],[]
203.0,1,[],[],[]
203.0,1,[],[],[]
204.0,1,[],[],[]
204.0,1,[],[],[]
205.0,1,[],[],[]
