frame,valid_eye_gaze,left_eye_intersection,right_eye_intersection,avg_eye_intersection
1885.0,1,"[['parent', [109.70798331643363, 98.32066548869444, 998.8]]]","[['parent', [167.2122317333718, 105.02113462461911, 998.8]]]","[['parent', [135.4412901394247, 100.58442258231271, 998.8]]]"
1886.0,1,"[['parent', [112.88029497648324, 92.46158052539919, 978.3]]]","[['parent', [167.9147371149063, 100.7186857269793, 978.3]]]","[['parent', [137.56962500226396, 95.50595744031035, 978.3]]]"
1887.0,1,"[['parent', [118.91975384201184, 90.33837352484171, 973.6]]]","[['parent', [171.84370052881263, 97.01994357453071, 973.6]]]","[['parent', [143.17662300009212, 92.73808001758003, 973.6]]]"
1888.0,1,"[['parent', [125.76292883356848, 88.16026966768065, 984.0]]]","[['parent', [177.18676358051158, 93.62096058137452, 984.0]]]","[['parent', [149.86331922168125, 90.00554047199715, 984.0]]]"
1889.0,1,"[['parent', [134.07875056823545, 185.2, 1254.4010498417517]]]","[['parent', [233.38474795808202, 185.2, 1257.2835949785247]]]","[['parent', [183.4220245102369, 185.2, 1258.3171215458121]]]"
1890.0,1,"[['parent', [105.82139066126982, 182.5, 1167.1514143405382]]]","[['parent', [205.5236929003203, 182.5, 1211.501726945927]]]","[['parent', [156.1223165147661, 182.5, 1191.021410391187]]]"
1891.0,1,"[['parent', [107.75893506581482, 176.8, 1133.3896406752106]]]","[['parent', [198.25165682457, 176.8, 1163.5315054539828]]]","[['parent', [153.371822357584, 176.8, 1149.851909496723]]]"
1892.0,1,"[['parent', [112.92916358364164, 171.6, 1130.1226290370962]]]","[['parent', [199.9431589529084, 171.6, 1150.3269206186108]]]","[['parent', [156.83472076971347, 171.6, 1141.6459788747125]]]"
1893.0,1,"[['parent', [117.64773317322661, 164.6, 1117.9125104121256]]]","[['parent', [199.805140197023, 164.6, 1127.1342387478617]]]","[['parent', [159.04533760957125, 164.6, 1123.9847287836196]]]"
1894.0,1,"[['parent', [125.23004129517368, 157.8, 1103.5070326360212]]]","[['parent', [201.90507062884654, 157.8, 1099.6690383727357]]]","[['parent', [163.79935269882068, 157.8, 1103.1496082804154]]]"
1895.0,1,"[['parent', [135.2718739042594, 152.6, 1109.3324531231738]]]","[['parent', [209.27252441443997, 152.6, 1100.5450941055647]]]","[['parent', [172.38707964342856, 152.6, 1106.6795861455143]]]"
1896.0,1,"[['parent', [137.95855016498427, 149.7, 1105.990930839255]]]","[['parent', [213.1910762807526, 149.7, 1105.947562589854]]]","[['parent', [175.62723192882783, 149.7, 1107.637418926301]]]"
1897.0,0,[],[],[]
1897.0,1,[],[],[]
1898.0,0,[],[],[]
1898.0,1,[],[],[]
1899.0,0,[],[],[]
1899.0,1,[],[],[]
1900.0,0,[],[],[]
1900.0,1,[],[],[]
1901.0,0,[],[],[]
1901.0,1,[],[],[]
1902.0,0,[],[],[]
1902.0,1,[],[],[]
1903.0,1,"[['parent', [139.67314884170938, 151.2, 1116.3781512605042]]]","[['parent', [219.64162053126168, 151.2, 1127.0676121665003]]]","[['parent', [179.81879370549854, 151.2, 1123.2307317637365]]]"
1904.0,1,"[['parent', [140.4093422380839, 152.9, 1121.638528933658]]]","[['parent', [220.16326243503227, 152.9, 1124.7687987977613]]]","[['parent', [180.3652058463666, 152.9, 1124.8185431424556]]]"
1905.0,1,"[['parent', [140.21690296722278, 156.0, 1125.5239188745188]]]","[['parent', [221.82601028634173, 156.0, 1131.4939154555173]]]","[['parent', [180.90698533136845, 156.0, 1130.1501939871052]]]"
1906.0,1,"[['parent', [138.0239632651336, 156.7, 1108.002130057337]]]","[['parent', [217.5879596866593, 156.7, 1109.6643988305163]]]","[['parent', [177.48258759825552, 156.7, 1110.485787115577]]]"
1907.0,1,"[['parent', [137.1868065071939, 157.1, 1103.931150756764]]]","[['parent', [217.38458093317132, 157.1, 1106.4267968518402]]]","[['parent', [176.971351894389, 157.1, 1106.8364664107582]]]"
1908.0,1,"[['parent', [135.54838545706477, 155.9, 1090.319274735867]]]","[['parent', [215.33170540987126, 155.9, 1096.5783408486118]]]","[['parent', [175.20181918884478, 155.9, 1095.0651907923261]]]"
1909.0,1,"[['parent', [137.4106221089907, 154.9, 1094.4191928664143]]]","[['parent', [217.79618445649038, 154.9, 1104.1279520568216]]]","[['parent', [177.29315174770727, 154.9, 1100.836671111505]]]"
1910.0,1,"[['parent', [137.03226130757236, 153.5, 1094.4977287988308]]]","[['parent', [220.3411547697175, 153.5, 1104.488806992121]]]","[['parent', [178.35663421725553, 153.5, 1101.0287676873372]]]"
1911.0,1,"[['parent', [139.08839661103326, 152.9, 1091.5545953774554]]]","[['parent', [220.7094377340698, 152.9, 1099.328189195509]]]","[['parent', [179.36902581894964, 152.9, 1096.9822652232765]]]"
1912.0,1,"[['parent', [139.2515010358797, 151.3, 1082.2099629194654]]]","[['parent', [219.90836175637068, 151.3, 1085.5431647241587]]]","[['parent', [179.00147822403713, 151.3, 1085.471393556923]]]"
1913.0,1,"[['parent', [140.5529028138781, 151.1, 1081.1065961468091]]]","[['parent', [222.31476954867324, 151.1, 1087.664520071567]]]","[['parent', [180.77240140645122, 151.1, 1085.8699162171129]]]"
1914.0,1,"[['parent', [144.37576801712967, 151.1, 1095.2672567194456]]]","[['parent', [227.81576269807604, 151.1, 1106.4528843900293]]]","[['parent', [185.35637615155684, 151.1, 1102.4556912646806]]]"
1915.0,1,"[['parent', [144.6907268179768, 150.6, 1093.6514404780098]]]","[['parent', [230.07041428739595, 150.6, 1111.9976075423926]]]","[['parent', [186.51303159961913, 150.6, 1104.32170549581]]]"
1916.0,1,"[['parent', [144.68013020311085, 152.5, 1101.0466880391941]]]","[['parent', [232.86012915906218, 152.5, 1122.8314123262671]]]","[['parent', [187.77633094324995, 152.5, 1113.3906663149871]]]"
1917.0,1,"[['parent', [143.51977062708147, 154.5, 1114.4170114459132]]]","[['parent', [231.83461598952536, 154.5, 1134.9172111713567]]]","[['parent', [186.76665375502157, 154.5, 1126.2085341472011]]]"
1918.0,1,"[['parent', [139.392952039427, 157.0, 1119.1277193318888]]]","[['parent', [226.72820473574149, 157.0, 1130.5417621474633]]]","[['parent', [182.17440757037156, 157.0, 1126.4488550286408]]]"
1919.0,1,"[['parent', [134.84545897253324, 158.0, 1132.327363253095]]]","[['parent', [220.69907283778397, 158.0, 1134.311646373057]]]","[['parent', [177.01393055734422, 158.0, 1134.9662169619314]]]"
1920.0,1,"[['parent', [132.57613656462, 160.4, 1154.7930087274012]]]","[['parent', [226.06731255220836, 160.4, 1154.2351342349295]]]","[['parent', [178.33147077074466, 160.4, 1155.9572633998228]]]"
1921.0,1,"[['parent', [132.95974681726813, 157.0, 1179.7580976922475]]]","[['parent', [223.75154275612226, 157.0, 1164.498895087088]]]","[['parent', [177.41618088389185, 157.0, 1173.7551404913684]]]"
1922.0,1,"[['parent', [133.94793289177676, 159.2, 1188.983960187416]]]","[['parent', [222.9224676302541, 159.2, 1170.5791674663753]]]","[['parent', [178.13339130438317, 159.2, 1182.1740789145902]]]"
1923.0,1,"[['parent', [129.310653905371, 161.4, 1171.2071024802117]]]","[['parent', [212.47258979687345, 161.4, 1163.419863580042]]]","[['parent', [171.3193802426589, 161.4, 1170.264080828414]]]"
1924.0,0,[],[],[]
1925.0,1,"[['parent', [134.0345436997788, 171.5, 1246.001269285345]]]","[['parent', [228.51472094090025, 171.5, 1230.9464677776418]]]","[['parent', [180.77632893378353, 171.5, 1241.504759978049]]]"
1926.0,1,"[['parent', [137.70252674986244, 174.3, 1285.4642004015407]]]","[['parent', [240.95602694660585, 174.3, 1225.0348436123484]]]","[['parent', [187.66632594255665, 174.3, 1257.9385968479892]]]"
1927.0,1,"[['parent', [51.24615586621702, 66.84691171639189, 990.8]]]","[['parent', [242.5, 173.91194624032613, 1215.0695523742795]]]","[['parent', [189.56052554249666, 176.3, 1261.6765897091186]]]"
1928.0,1,"[['parent', [44.52940106991555, 67.75632607760924, 987.2]]]","[['parent', [241.3, 174.20273378620664, 1218.863391608471]]]","[['parent', [75.60343838439726, 79.58127294815117, 987.2]]]"
1929.0,1,"[['parent', [48.44400470508576, 73.49253105617025, 1003.5]]]","[['parent', [243.6, 180.78567991059475, 1245.161891712553]]]","[['parent', [78.57585697347946, 84.55039370995026, 1003.5]]]"
1930.0,1,"[['parent', [57.10255752858186, 80.79132473850646, 1016.6]]]","[['parent', [249.8, 185.42539302883756, 1265.7921368066245]]]","[['parent', [86.66188780154843, 90.19300859118465, 1016.6]]]"
1931.0,1,"[['parent', [68.55597997141838, 88.04014682912933, 1012.2]]]","[['parent', [259.2, 188.3878185434462, 1289.6222460975655]]]","[['parent', [96.92884509265087, 94.55735637004422, 1012.2]]]"
1932.0,1,"[['parent', [85.95511120189249, 94.99833432031679, 1021.3]]]","[['parent', [144.0384177269601, 104.8928688101788, 1021.3]]]","[['parent', [111.50202767636479, 98.8631671489739, 1021.3]]]"
1933.0,1,"[['parent', [90.95485066639392, 97.82979459313542, 1012.5]]]","[['parent', [148.01294128386687, 105.2065375672828, 1012.5]]]","[['parent', [115.9661374976335, 100.64085762403755, 1012.5]]]"
1934.0,1,"[['parent', [94.66778569439285, 101.04809153782531, 1005.0]]]","[['parent', [151.59389937252521, 105.5120584415871, 1005.0]]]","[['parent', [119.67734533687245, 102.52794840681145, 1005.0]]]"
1935.0,1,"[['parent', [102.94356866867822, 102.93220386511075, 1006.2]]]","[['parent', [157.9096531756568, 105.0398815242454, 1006.2]]]","[['parent', [127.44506437017752, 103.33359427205252, 1006.2]]]"
1936.0,1,"[['parent', [110.49012648639014, 96.6218491393578, 994.0]]]","[['parent', [162.67753738386037, 100.33342442862651, 994.0]]]","[['parent', [133.7444982137566, 97.91452363333983, 994.0]]]"
1937.0,1,"[['parent', [142.27649519408942, 205.6, 1258.960687598727]]]","[['parent', [251.18702059585314, 205.6, 1265.6854636490812]]]","[['parent', [194.6804694496294, 205.6, 1263.8520732856439]]]"
1938.0,1,"[['parent', [139.04907547791694, 201.4, 1221.1595847066578]]]","[['parent', [240.74199484630964, 201.4, 1220.5574437695564]]]","[['parent', [188.2296014747437, 201.4, 1222.270963970513]]]"
1939.0,1,"[['parent', [149.42094886455848, 196.6, 1189.5383373282898]]]","[['parent', [238.94278938879313, 196.6, 1175.752655681954]]]","[['parent', [193.16705775444407, 196.6, 1184.3500716654833]]]"
1940.0,1,"[['parent', [149.40798302585966, 190.1, 1168.1714527632785]]]","[['parent', [234.50353913168917, 190.1, 1154.3196013994395]]]","[['parent', [191.18738614496795, 190.1, 1162.9904360264227]]]"
1941.0,1,"[['parent', [147.33469654364382, 187.9, 1151.8618189806677]]]","[['parent', [230.36837372404693, 187.9, 1140.820612655867]]]","[['parent', [188.26193114103933, 187.9, 1148.1024419327484]]]"
1942.0,1,"[['parent', [146.24802736512902, 187.3, 1150.630780297107]]]","[['parent', [229.56758907632053, 187.3, 1139.6153382102596]]]","[['parent', [187.40446816974298, 187.3, 1146.938926611304]]]"
1943.0,1,"[['parent', [143.95306009474845, 185.2, 1143.923299121858]]]","[['parent', [227.99263230421906, 185.2, 1135.1004333421292]]]","[['parent', [185.6136408097097, 185.2, 1141.2238066706805]]]"
1944.0,1,"[['parent', [147.7340002764122, 185.5, 1147.68488163636]]]","[['parent', [231.6450661884088, 185.5, 1139.2573946930763]]]","[['parent', [189.428512389758, 185.5, 1145.242741242188]]]"
1945.0,1,"[['parent', [157.98267433266227, 187.1, 1164.0536714293296]]]","[['parent', [243.2840261887118, 187.1, 1160.8890432488336]]]","[['parent', [200.3993922611196, 187.1, 1164.4287009532586]]]"
1946.0,1,"[['parent', [171.57320975358675, 187.3, 1196.8544969316038]]]","[['parent', [258.50808534603027, 187.3, 1202.8139269669393]]]","[['parent', [214.5906417234686, 187.3, 1201.8031496588362]]]"
1947.0,1,"[['parent', [181.05968992165973, 187.5, 1200.173390043014]]]","[['parent', [269.24154728511866, 187.5, 1212.8845089500744]]]","[['parent', [224.444068096393, 187.5, 1208.3811997535252]]]"
1948.0,1,"[['parent', [183.83794094787686, 182.6, 1171.3867169831547]]]","[['parent', [271.5490646370013, 182.6, 1185.4647696418706]]]","[['parent', [226.8447306616995, 182.6, 1180.203928978598]]]"
1949.0,1,"[['parent', [184.52933884951742, 180.4, 1135.390864059244]]]","[['parent', [275.9620628448367, 180.4, 1151.9830658424721]]]","[['parent', [229.19264768651598, 180.4, 1145.1929150963942]]]"
1950.0,1,"[['parent', [180.97545810803024, 179.1, 1101.7127825107161]]]","[['parent', [273.5979905718283, 179.1, 1119.4645350291091]]]","[['parent', [226.16024712620387, 179.1, 1112.052014426389]]]"
1951.0,1,"[['parent', [180.75207601961156, 178.7, 1092.4676634212803]]]","[['parent', [273.4206267785631, 178.7, 1114.1958831503462]]]","[['parent', [226.04511733184577, 178.7, 1104.7600393867167]]]"
1952.0,1,"[['parent', [180.6345208799403, 176.0, 1083.3742188665176]]]","[['parent', [270.2845244274085, 176.0, 1100.985965069947]]]","[['parent', [224.68913577396233, 176.0, 1093.6703450109696]]]"
1953.0,1,"[['parent', [184.77073401778762, 172.3, 1082.6775468564833]]]","[['parent', [270.49195611351905, 172.3, 1089.809942366516]]]","[['parent', [226.97041788243888, 172.3, 1087.8776772728627]]]"
1954.0,1,"[['parent', [191.47218772361882, 168.2, 1095.796676827285]]]","[['parent', [275.00714775709, 168.2, 1096.2846523446656]]]","[['parent', [232.65801408590295, 168.2, 1097.816330765303]]]"
1955.0,1,"[['parent', [193.7915441827681, 165.9, 1086.7373715128838]]]","[['parent', [276.0626562000873, 165.9, 1086.3898554765249]]]","[['parent', [234.21590973543167, 165.9, 1088.270349249044]]]"
1956.0,1,"[['parent', [195.74142525870687, 163.7, 1087.0592300284518]]]","[['parent', [279.76374473934453, 163.7, 1087.5811609689963]]]","[['parent', [236.99092403578697, 163.7, 1089.0510766578936]]]"
1957.0,1,"[['parent', [195.50346542892544, 161.6, 1080.795091813525]]]","[['parent', [279.93168237646387, 161.6, 1080.3264038846044]]]","[['parent', [236.9238223318823, 161.6, 1082.2948087411187]]]"
1958.0,1,"[['parent', [194.43358872014602, 161.2, 1077.8661396122877]]]","[['parent', [279.56489259442986, 161.2, 1078.0096628339475]]]","[['parent', [236.12385133082736, 161.2, 1079.692944621635]]]"
1959.0,1,"[['parent', [193.9788288784429, 161.3, 1075.74534663391]]]","[['parent', [279.4543528889337, 161.3, 1077.650990804589]]]","[['parent', [235.7969484546019, 161.3, 1078.425310915343]]]"
1960.0,1,"[['parent', [193.7501666009613, 161.6, 1077.1310459659444]]]","[['parent', [280.57317231605055, 161.6, 1080.8188563442386]]]","[['parent', [236.20943517685242, 161.6, 1080.6020536653446]]]"
1961.0,1,"[['parent', [194.588476092651, 162.5, 1083.058797530223]]]","[['parent', [281.8718011822754, 162.5, 1087.7117053607608]]]","[['parent', [237.25237149308288, 162.5, 1086.9715855827965]]]"
1962.0,1,"[['parent', [196.3867711287084, 162.7, 1093.1161370063328]]]","[['parent', [282.8050529030804, 162.7, 1095.4342588438378]]]","[['parent', [238.58293607708052, 162.7, 1095.8746373002748]]]"
1963.0,1,"[['parent', [192.7802858243096, 162.2, 1075.0420807151322]]]","[['parent', [280.7167011133729, 162.2, 1078.715126085331]]]","[['parent', [235.56956188336275, 162.2, 1078.4496406000058]]]"
1964.0,1,"[['parent', [192.69275162988603, 167.8, 1066.4878879419598]]]","[['parent', [280.2188934004026, 167.8, 1069.2207705636663]]]","[['parent', [235.32685725468625, 167.8, 1069.5284523935459]]]"
1965.0,1,"[['parent', [197.53135351053362, 172.0, 1084.208697360962]]]","[['parent', [279.4726632889664, 172.0, 1079.9694961475386]]]","[['parent', [237.4948992572707, 172.0, 1084.1936918836689]]]"
1966.0,1,"[['parent', [205.81037478805143, 176.6, 1091.7479010305965]]]","[['parent', [278.5396233822346, 176.6, 1083.4588534344548]]]","[['parent', [241.75000416412092, 176.6, 1090.307085697245]]]"
1967.0,1,"[['parent', [214.08198242132755, 180.2, 1067.581985784594]]]","[['parent', [278.1049554429728, 180.2, 1052.8135913363556]]]","[['parent', [246.10399830884546, 180.2, 1063.3081327876125]]]"
1968.0,1,"[['parent', [230.09506403472773, 185.3, 1100.0994834747928]]]","[['parent', [295.7642147274813, 185.3, 1073.9005942315196]]]","[['parent', [262.92279296330616, 185.3, 1090.4288163268384]]]"
1969.0,1,"[['parent', [250.57955228761614, 192.2, 1147.3288138364646]]]","[['parent', [319.69076491057353, 192.2, 1125.3515304557523]]]","[['parent', [284.94957400267594, 192.2, 1139.8381881359812]]]"
1970.0,1,"[['parent', [153.69217923178363, 85.47430975561855, 903.9]]]","[['parent', [349.5, 177.7379663130253, 1191.848271313405]]]","[['parent', [181.77453994218965, 84.08928461249582, 903.9]]]"
1971.0,1,"[['parent', [168.72662582219968, 94.95822809897719, 920.6]]]","[['parent', [224.83951743897114, 86.88087672369035, 920.6]]]","[['parent', [194.35934897660923, 89.99468794803765, 920.6]]]"
1972.0,1,"[['parent', [176.3822540460741, 93.09701070124211, 904.0]]]","[['parent', [225.6165918598949, 82.71205267828857, 904.0]]]","[['parent', [198.49089310662416, 87.3804159366912, 904.0]]]"
1973.0,1,"[['parent', [195.77467209122005, 93.79060918912606, 949.2]]]","[['parent', [240.66131440247918, 82.86680741651146, 949.2]]]","[['parent', [216.57517284472343, 87.73790428456209, 949.2]]]"
1974.0,1,"[['parent', [198.40615694764585, 95.74149322867908, 967.0]]]","[['parent', [244.83723119737667, 82.00636866600001, 967.0]]]","[['parent', [220.93855727371565, 88.16838623579028, 967.0]]]"
1975.0,1,"[['parent', [197.48281044629616, 93.7321297751247, 980.2]]]","[['parent', [244.6188745395785, 80.87968775198199, 980.2]]]","[['parent', [220.14184437894696, 86.70551174078587, 980.2]]]"
1976.0,1,"[['parent', [241.2959145997745, 202.8, 1252.486963641488]]]","[['parent', [232.16572829365563, 76.51178735118762, 954.3]]]","[['parent', [207.7101325216383, 81.59278878903753, 954.3]]]"
1977.0,1,"[['parent', [234.35832943333875, 200.1, 1201.508509947374]]]","[['parent', [348.1042479493164, 200.1, 1239.2503705235079]]]","[['parent', [287.7868416366482, 200.1, 1220.8304635543252]]]"
1978.0,1,"[['parent', [228.3676948536454, 197.3, 1199.162721113284]]]","[['parent', [333.30346069964446, 197.3, 1222.112467577571]]]","[['parent', [278.1959398417622, 197.3, 1211.706346879974]]]"
1979.0,1,"[['parent', [211.99600859985563, 192.3, 1175.2422293713316]]]","[['parent', [309.22534174120784, 192.3, 1194.2071952886272]]]","[['parent', [258.78017455373663, 192.3, 1186.1166577755264]]]"
1980.0,1,"[['parent', [191.69449946648757, 185.9, 1135.5451585294009]]]","[['parent', [284.84914628668884, 185.9, 1154.786245874641]]]","[['parent', [236.87175362883949, 185.9, 1146.5469380164022]]]"
1981.0,1,"[['parent', [179.2275917648567, 183.8, 1116.698537814455]]]","[['parent', [268.4809051238275, 183.8, 1128.993315557372]]]","[['parent', [222.61714988921975, 183.8, 1124.3681659598785]]]"
1982.0,0,[],[],[]
1983.0,1,"[['parent', [156.67240212224536, 171.4, 1111.1306337389128]]]","[['parent', [240.49871967600626, 171.4, 1118.8214843529402]]]","[['parent', [197.7036942887525, 171.4, 1116.5119155140203]]]"
1984.0,1,"[['parent', [146.20734563932618, 165.7, 1100.7393440011097]]]","[['parent', [228.40987226716558, 165.7, 1104.191554707152]]]","[['parent', [186.60121988043235, 165.7, 1104.0323737536032]]]"
1985.0,1,"[['parent', [139.4850898160817, 160.8, 1107.674579493689]]]","[['parent', [223.02108204511634, 160.8, 1113.8269752925282]]]","[['parent', [180.56024829484082, 160.8, 1112.1793856445984]]]"
1986.0,1,"[['parent', [133.90331995013383, 156.4, 1106.8318877644556]]]","[['parent', [218.97140418054298, 156.4, 1117.814159402385]]]","[['parent', [175.63303638277154, 156.4, 1113.770353878325]]]"
1987.0,1,"[['parent', [130.08993710576868, 153.9, 1110.1291579922831]]]","[['parent', [214.62564753706454, 153.9, 1117.1431347341781]]]","[['parent', [171.48658210739558, 153.9, 1115.1178853315105]]]"
1988.0,1,"[['parent', [126.02982134207684, 152.8, 1113.21219251835]]]","[['parent', [211.2648949163343, 152.8, 1118.20666464091]]]","[['parent', [167.65265408381424, 152.8, 1117.1809577203912]]]"
1989.0,1,"[['parent', [122.90788729121931, 150.0, 1129.098264548599]]]","[['parent', [205.66310293211234, 150.0, 1118.3491474665648]]]","[['parent', [163.32200000191432, 150.0, 1125.3103485109964]]]"
1990.0,1,"[['parent', [114.34165405273211, 146.6, 1118.1137176306677]]]","[['parent', [193.823506353172, 146.6, 1102.7922813558544]]]","[['parent', [153.31630475973392, 146.6, 1112.05316581441]]]"
1991.0,0,[],[],[]
1992.0,0,[],[],[]
1993.0,0,[],[],[]
1994.0,0,[],[],[]
1995.0,0,[],[],[]
1996.0,0,[],[],[]
2001.0,0,[],[],[]
2002.0,1,"[['parent', [167.35771758215054, 132.2, 1373.7818933386268]]]","[['parent', [247.8, 123.44848573336455, 1312.3122264282204]]]","[['parent', [214.42561936392633, 132.2, 1359.1825872656382]]]"
2003.0,0,[],[],[]
2004.0,0,[],[],[]
2005.0,0,[],[],[]
2006.0,0,[],[],[]
2007.0,0,[],[],[]
2008.0,0,[],[],[]
2017.0,1,"[['parent', [97.47081271644593, 25.510113217480235, 1025.8]]]","[['parent', [147.28126570771613, 22.774766055291163, 1025.8]]]","[['parent', [121.07092879349267, 23.36255176908005, 1025.8]]]"
2018.0,1,"[['parent', [95.5549684001171, 23.469661083684162, 1024.4]]]","[['parent', [147.04708494438938, 19.936552763923412, 1024.4]]]","[['parent', [119.3987880253475, 20.957709561109677, 1024.4]]]"
2019.0,1,"[['parent', [90.70932334488786, 23.835548334554264, 1031.6]]]","[['parent', [147.9984277667611, 18.35544822527293, 1031.6]]]","[['parent', [116.6869167882324, 20.524569353270113, 1031.6]]]"
2020.0,1,"[['parent', [81.46606003849689, 25.17379593552036, 1007.8]]]","[['parent', [143.46168054715488, 16.965688828921046, 1007.8]]]","[['parent', [109.45153453317607, 20.840386876732733, 1007.8]]]"
2021.0,1,"[['parent', [77.18154613086963, 24.200037769620007, 1027.7]]]","[['parent', [144.23241856579702, 16.89600794146722, 1027.7]]]","[['parent', [107.02493716864397, 20.55518293294693, 1027.7]]]"
2022.0,1,"[['parent', [71.0074333267682, 20.205708865692067, 1028.7]]]","[['parent', [281.9, 34.974526280858896, 1310.8133188783343]]]","[['parent', [102.26574233327666, 18.70604486232426, 1028.7]]]"
2023.0,1,"[['parent', [69.75124188225274, 16.626551687426808, 1043.6]]]","[['parent', [280.8, 44.78089909549787, 1315.6263016897924]]]","[['parent', [101.27056223554327, 17.196442651113436, 1043.6]]]"
2024.0,1,"[['parent', [67.34685655337489, 16.558620038696777, 1034.2]]]","[['parent', [279.0, 47.29523766976412, 1300.494719442459]]]","[['parent', [99.21639683129104, 17.309399173898505, 1034.2]]]"
2025.0,1,"[['parent', [65.24363606769094, 18.691062114088403, 998.7]]]","[['parent', [276.9, 48.90737579697267, 1277.631323169496]]]","[['parent', [96.28835179555517, 18.82758136857155, 998.7]]]"
2026.0,1,"[['parent', [65.07589767961622, 19.96071328413837, 984.0]]]","[['parent', [271.0, 56.93646701703516, 1257.7893394345779]]]","[['parent', [96.23150116089879, 20.05832794018174, 984.0]]]"
2027.0,1,"[['parent', [54.155069316780505, 10.960324374451055, 975.2]]]","[['parent', [267.9, 63.45453419997128, 1227.2485954291424]]]","[['parent', [88.48833681653755, 15.112786637906941, 975.2]]]"
2028.0,0,[],[],[]
2029.0,0,[],[],[]
2030.0,0,[],[],[]
2031.0,0,[],[],[]
2032.0,0,[],[],[]
2033.0,0,[],[],[]
2041.0,1,"[['parent', [58.34950305307346, 36.75767084709628, 977.9]]]","[['parent', [122.41321680009, 51.4079121923152, 977.9]]]","[['parent', [86.75678224555796, 43.36547883931793, 977.9]]]"
2042.0,1,"[['parent', [51.668035285621414, 29.58097593405433, 949.5]]]","[['parent', [253.22091717878556, 156.2, 1218.1157499364524]]]","[['parent', [197.5890147513541, 156.2, 1239.0062076054028]]]"
2043.0,1,"[['parent', [142.3477998517305, 156.1, 1231.9360460100274]]]","[['parent', [245.765044345835, 156.1, 1199.2497576745852]]]","[['parent', [191.1844171844989, 156.1, 1216.3559501663422]]]"
2044.0,1,"[['parent', [132.4191543901204, 150.8, 1214.1427142487348]]]","[['parent', [227.72857954945619, 150.8, 1183.3740705898924]]]","[['parent', [177.7338923183963, 150.8, 1199.570907440066]]]"
2045.0,1,"[['parent', [127.24778661375191, 145.0, 1206.6932857548259]]]","[['parent', [221.44602242867978, 145.0, 1192.6578083051747]]]","[['parent', [172.17046992444273, 145.0, 1200.525045324561]]]"
2046.0,1,"[['parent', [124.33658344650766, 140.7, 1199.2412825085357]]]","[['parent', [219.5636262032748, 140.7, 1195.1735651305744]]]","[['parent', [169.74494555622312, 140.7, 1197.8759481154307]]]"
2047.0,1,"[['parent', [119.08358233371833, 137.7, 1216.7689576673065]]]","[['parent', [215.61744038176641, 137.7, 1222.8701200886244]]]","[['parent', [164.8860041304672, 137.7, 1220.351333576505]]]"
2048.0,1,"[['parent', [116.45471094406804, 136.1, 1205.4464551703672]]]","[['parent', [214.84043631194893, 136.1, 1224.7475105786486]]]","[['parent', [163.118214700981, 136.1, 1215.75427531742]]]"
2049.0,1,"[['parent', [118.41890084739538, 136.1, 1199.8271628035309]]]","[['parent', [219.43208045184673, 136.1, 1222.5696059682907]]]","[['parent', [166.01884756929547, 136.1, 1211.533032158735]]]"
2050.0,1,"[['parent', [123.9910314996782, 137.7, 1216.318816711664]]]","[['parent', [229.67418967255298, 137.7, 1255.0773201163704]]]","[['parent', [173.68363444088243, 137.7, 1235.9364865946504]]]"
2051.0,0,[],[],[]
2052.0,0,[],[],[]
2053.0,0,[],[],[]
2054.0,0,[],[],[]
2055.0,0,[],[],[]
2056.0,0,[],[],[]
2057.0,1,"[['parent', [162.05737369659533, 52.02341510301517, 970.2]]]","[['parent', [212.86261799202356, 35.190678719093334, 970.2]]]","[['parent', [187.38699843113352, 42.73046712461153, 970.2]]]"
2058.0,0,[],[],[]
2059.0,0,[],[],[]
2060.0,0,[],[],[]
2061.0,0,[],[],[]
2062.0,0,[],[],[]
2063.0,0,[],[],[]
2065.0,0,[],[],[]
2066.0,0,[],[],[]
2067.0,0,[],[],[]
2068.0,0,[],[],[]
2069.0,0,[],[],[]
2070.0,0,[],[],[]
2073.0,1,"[['parent', [135.34508561572667, 32.46011418893645, 961.9]]]","[['parent', [189.14786727218524, 29.01696676890889, 961.9]]]","[['parent', [159.9677590640311, 30.40417707757107, 961.9]]]"
2074.0,1,"[['parent', [136.92444501160432, 38.09841783603605, 1024.5]]]","[['parent', [327.5, 71.0867024125067, 1287.059168627963]]]","[['parent', [163.99744120194362, 34.57043380831256, 1024.5]]]"
2075.0,1,"[['parent', [135.14451992655327, 45.801580494072624, 1054.7]]]","[['parent', [314.8, 66.39860433337883, 1259.4694393054074]]]","[['parent', [163.44552126224573, 40.07556870160549, 1054.7]]]"
2076.0,1,"[['parent', [121.1432549004357, 48.429976664592466, 1034.9]]]","[['parent', [303.3, 66.76221026664541, 1221.5114076179689]]]","[['parent', [303.3, 98.0152589720136, 1321.579379399046]]]"
2077.0,0,[],[],[]
2078.0,0,[],[],[]
2079.0,0,[],[],[]
2080.0,1,"[['parent', [239.31896896230194, 95.18929332622889, 1266.4]]]","[['parent', [282.2, 57.74313629484554, 1114.6199472045894]]]","[['parent', [282.2, 78.51861272098266, 1218.3918939669184]]]"
2081.0,0,[],[],[]
2082.0,0,[],[],[]
2083.0,0,[],[],[]
2084.0,0,[],[],[]
2085.0,0,[],[],[]
2086.0,0,[],[],[]
2089.0,0,[],[],[]
