session,num_clusters_child,eps_max_child,child_noise,child_info,num_clusters_parent,eps_max_parent,parent_noise,parent_info,video
,1,0.95,351,"[{'cluster': 0, 'x_mean': -0.2837345938322828, 'x_std': 0.20841046673740393, 'y_mean': 0.3785946867070917, 'y_std': 0.1538502832588762, 'z_mean': -0.8352931258677099, 'z_std': 0.06587985971055085}, {'cluster': -1, 'x_mean': -0.14276402136752137, 'x_std': 0.5927169209094292, 'y_mean': 0.257440646723647, 'y_std': 0.32116527850186505, 'z_mean': -0.6625925541310539, 'z_std': 0.11103047823984412}]",1,0.95,629,"[{'cluster': 0, 'x_mean': 0.3995989615634656, 'x_std': 0.12988028100483967, 'y_mean': 0.45251905688282196, 'y_std': 0.08405855597120461, 'z_mean': -0.7748112834796025, 'z_std': 0.05946109331409271}, {'cluster': -1, 'x_mean': 0.05870070111287751, 'x_std': 0.3065273287766557, 'y_mean': -0.008504651828298885, 'y_std': 0.2859896143549387, 'z_mean': -0.8926587678855323, 'z_std': 0.12964745846454018}]",training_session_0
,1,0.95,179,"[{'cluster': 0, 'x_mean': -0.26570468231152894, 'x_std': 0.2193187023244997, 'y_mean': 0.4727660638017009, 'y_std': 0.07086077394301389, 'z_mean': -0.8021403751833374, 'z_std': 0.0449111690066617}, {'cluster': -1, 'x_mean': -0.10397909497206702, 'x_std': 0.3419810422542821, 'y_mean': 0.43799151396648034, 'y_std': 0.28355570990383644, 'z_mean': -0.7497358128491624, 'z_std': 0.1584003139825384}]",1,0.95,82,"[{'cluster': 0, 'x_mean': 0.3627386257903494, 'x_std': 0.1360703601464973, 'y_mean': 0.4757318249584029, 'y_std': 0.07919095573810621, 'z_mean': -0.7803101725457566, 'z_std': 0.04388649387605048}, {'cluster': -1, 'x_mean': 0.26444009146341474, 'x_std': 0.26574052179186114, 'y_mean': 0.45311045731707317, 'y_std': 0.23804638145518753, 'z_mean': -0.757749981707317, 'z_std': 0.11528098202324394}]",training_session_1
,1,0.95,278,"[{'cluster': 0, 'x_mean': -0.2736080107310529, 'x_std': 0.12570238550024987, 'y_mean': 0.45736469131455376, 'y_std': 0.12150721204767702, 'z_mean': -0.8215599101274312, 'z_std': 0.05687931579317242}, {'cluster': -1, 'x_mean': -0.34974143345323744, 'x_std': 0.48848196992916276, 'y_mean': 0.4540485773381297, 'y_std': 0.19197781350050208, 'z_mean': -0.583796962230216, 'z_std': 0.22129404871382446}]",1,0.95,130,"[{'cluster': 0, 'x_mean': 0.40137326762067466, 'x_std': 0.11404536693704463, 'y_mean': 0.45494988295600175, 'y_std': 0.07161916241599717, 'z_mean': -0.778295840452796, 'z_std': 0.04560593779120475}, {'cluster': -1, 'x_mean': 0.35825411538461516, 'x_std': 0.2296221357632637, 'y_mean': 0.4382579115384619, 'y_std': 0.21420779265393763, 'z_mean': -0.7478116653846153, 'z_std': 0.13020476328144037}]",training_session_2
,1,0.95,247,"[{'cluster': 0, 'x_mean': -0.23052145667244398, 'x_std': 0.1711178505737649, 'y_mean': 0.4383692944829577, 'y_std': 0.1487955954289862, 'z_mean': -0.8326646139514715, 'z_std': 0.05316398318598171}, {'cluster': -1, 'x_mean': -0.4970687368421055, 'x_std': 0.3270038105217794, 'y_mean': 0.306047109311741, 'y_std': 0.30230147698195214, 'z_mean': -0.6444936194331986, 'z_std': 0.19224854875790146}]",2,0.95,320,"[{'cluster': 0, 'x_mean': 0.42924059336139125, 'x_std': 0.1423677491064965, 'y_mean': 0.46725574134302583, 'y_std': 0.11090263436230967, 'z_mean': -0.7438166573082067, 'z_std': 0.06930974289578322}, {'cluster': 1, 'x_mean': -0.05603264687499999, 'x_std': 0.058296040253482825, 'y_mean': -0.31376912916666666, 'y_std': 0.10215518066095125, 'z_mean': -0.9370968989583325, 'z_std': 0.03312637865625454}, {'cluster': -1, 'x_mean': 0.7166883374999994, 'x_std': 0.3258919782116353, 'y_mean': 0.17702527343750005, 'y_std': 0.18177284529784693, 'z_mean': -0.5072571578125002, 'z_std': 0.23564148363350482}]",training_session_3
,1,0.95,127,"[{'cluster': 0, 'x_mean': -0.21608863025917185, 'x_std': 0.22800316015332606, 'y_mean': 0.35308014349826117, 'y_std': 0.1429256591055459, 'z_mean': -0.8639608646359244, 'z_std': 0.05642953272861179}, {'cluster': -1, 'x_mean': -0.1854035196850394, 'x_std': 0.4704877486084419, 'y_mean': 0.08537738582677158, 'y_std': 0.2685496330820741, 'z_mean': -0.8000671102362207, 'z_std': 0.14237287222654244}]",1,0.95,316,"[{'cluster': 0, 'x_mean': 0.38507013853211003, 'x_std': 0.1192726683765557, 'y_mean': 0.41565244895746384, 'y_std': 0.08034240767236403, 'z_mean': -0.8039679636363636, 'z_std': 0.05712930229042741}, {'cluster': -1, 'x_mean': 0.11903406170886079, 'x_std': 0.3121794796444575, 'y_mean': 0.18972417721518992, 'y_std': 0.31504857747298953, 'z_mean': -0.8512749920886072, 'z_std': 0.1387088233459737}]",training_session_4
,1,0.95,110,"[{'cluster': 0, 'x_mean': -0.18713981918412353, 'x_std': 0.1792084394631168, 'y_mean': 0.4612802198180815, 'y_std': 0.09563459125078906, 'z_mean': -0.8377694862183028, 'z_std': 0.05577389074981991}, {'cluster': -1, 'x_mean': -0.24426629090909097, 'x_std': 0.4047119925296316, 'y_mean': 0.3543805409090908, 'y_std': 0.24301591393922375, 'z_mean': -0.7549972045454546, 'z_std': 0.13547874827820366}]",1,0.95,122,"[{'cluster': 0, 'x_mean': 0.4267654855205275, 'x_std': 0.1742571348192619, 'y_mean': 0.4683090150293259, 'y_std': 0.1234875825905077, 'z_mean': -0.7331270986070403, 'z_std': 0.07498257022724383}, {'cluster': -1, 'x_mean': 0.19333520901639337, 'x_std': 0.32428859701911095, 'y_mean': 0.1830206393442622, 'y_std': 0.25924309560596737, 'z_mean': -0.8528822581967215, 'z_std': 0.14466446206101138}]",training_session_5
,1,0.95,72,"[{'cluster': 0, 'x_mean': -0.2691730576555024, 'x_std': 0.1299524406972305, 'y_mean': 0.3766322284688999, 'y_std': 0.14774821528753354, 'z_mean': -0.8580203959330133, 'z_std': 0.06509871903443402}, {'cluster': -1, 'x_mean': -0.3512489444444445, 'x_std': 0.31948598329573163, 'y_mean': 0.01286168750000002, 'y_std': 0.2961108086711755, 'z_mean': -0.8150276666666666, 'z_std': 0.1361911897501574}]",1,0.95,85,"[{'cluster': 0, 'x_mean': 0.36175855566600373, 'x_std': 0.14041697000475797, 'y_mean': 0.42657005268389664, 'y_std': 0.10663325428841436, 'z_mean': -0.8032404509609017, 'z_std': 0.06199297984001801}, {'cluster': -1, 'x_mean': 0.18719420588235303, 'x_std': 0.37199859747149283, 'y_mean': 0.1728606764705883, 'y_std': 0.15818609637622472, 'z_mean': -0.8649715294117645, 'z_std': 0.13768424306643046}]",training_session_6
,1,0.95,158,"[{'cluster': 0, 'x_mean': -0.14305841149204154, 'x_std': 0.18583425569519682, 'y_mean': 0.4282393767710331, 'y_std': 0.11780931146765246, 'z_mean': -0.8594966767535385, 'z_std': 0.04970103801270859}, {'cluster': -1, 'x_mean': -0.5682878386075951, 'x_std': 0.26592280151989367, 'y_mean': 0.1226003892405064, 'y_std': 0.17448876103090624, 'z_mean': -0.7298380031645567, 'z_std': 0.1443851567290763}]",1,0.95,225,"[{'cluster': 0, 'x_mean': 0.4307731924254008, 'x_std': 0.10997664758901819, 'y_mean': 0.41471997347615264, 'y_std': 0.0907478215884902, 'z_mean': -0.7825797955878614, 'z_std': 0.053128657368329356}, {'cluster': -1, 'x_mean': 0.2209596377777778, 'x_std': 0.26896306951380283, 'y_mean': 0.20740017999999988, 'y_std': 0.3510126026882889, 'z_mean': -0.8235907933333335, 'z_std': 0.15217133264189997}]",training_session_7
,1,0.95,249,"[{'cluster': 0, 'x_mean': -0.1605958393875395, 'x_std': 0.2509169488144116, 'y_mean': 0.4183995407602952, 'y_std': 0.10917470280109517, 'z_mean': -0.8458361062302006, 'z_std': 0.04853298579857106}, {'cluster': -1, 'x_mean': -0.3795593032128515, 'x_std': 0.3002125337916729, 'y_mean': 0.3794031445783133, 'y_std': 0.3390264698225046, 'z_mean': -0.6906661827309236, 'z_std': 0.1353009149211555}]",2,0.95,80,"[{'cluster': 0, 'x_mean': 0.417285383513016, 'x_std': 0.13905483455239603, 'y_mean': 0.4366012747830662, 'y_std': 0.09863536753360083, 'z_mean': -0.7684156335787543, 'z_std': 0.06730519481714853}, {'cluster': 1, 'x_mean': -0.019756797794117632, 'x_std': 0.07947365494703397, 'y_mean': -0.28871349877450964, 'y_std': 0.13277676410493944, 'z_mean': -0.941490837009804, 'z_std': 0.033118473134327434}, {'cluster': -1, 'x_mean': 0.61384020625, 'x_std': 0.3905537955841362, 'y_mean': 0.18194165625000008, 'y_std': 0.21378560275460398, 'z_mean': -0.5920274562500001, 'z_std': 0.1858028214998157}]",training_session_8
,1,0.95,90,"[{'cluster': 0, 'x_mean': -0.2398995357142856, 'x_std': 0.14973377526556433, 'y_mean': 0.3799817221037672, 'y_std': 0.13605853530278153, 'z_mean': -0.8637821234896952, 'z_std': 0.06184540322541543}, {'cluster': -1, 'x_mean': -0.35518872222222225, 'x_std': 0.3900570115994001, 'y_mean': 0.2512968166666667, 'y_std': 0.2520029755142957, 'z_mean': -0.7452633500000001, 'z_std': 0.18352802490526107}]",1,0.95,72,"[{'cluster': 0, 'x_mean': 0.40832548070866137, 'x_std': 0.1688837798293891, 'y_mean': 0.3529157137795275, 'y_std': 0.12763999026246087, 'z_mean': -0.8060619653543305, 'z_std': 0.08490415199400497}, {'cluster': -1, 'x_mean': 0.1564709513888889, 'x_std': 0.17865593720305667, 'y_mean': 0.028062062499999985, 'y_std': 0.4068115254542688, 'z_mean': -0.8683367569444441, 'z_std': 0.13330319927201628}]",training_session_9
,1,0.95,293,"[{'cluster': 0, 'x_mean': -0.14045935649585983, 'x_std': 0.1777555717662728, 'y_mean': 0.4224570417960663, 'y_std': 0.1181306309220584, 'z_mean': -0.8641100212862344, 'z_std': 0.05056287127108803}, {'cluster': -1, 'x_mean': -0.24126210238907836, 'x_std': 0.4742267195225811, 'y_mean': 0.24688544197952214, 'y_std': 0.24273028433502344, 'z_mean': -0.7498994317406144, 'z_std': 0.16046265056840742}]",1,0.95,283,"[{'cluster': 0, 'x_mean': 0.36887377650403486, 'x_std': 0.16552392764187984, 'y_mean': 0.42226733749082807, 'y_std': 0.17120027410686953, 'z_mean': -0.7814222867754941, 'z_std': 0.07906404604498142}, {'cluster': -1, 'x_mean': 0.43292860954063594, 'x_std': 0.5250776766279093, 'y_mean': 0.07277057067137817, 'y_std': 0.16149738545322967, 'z_mean': -0.6472835229681985, 'z_std': 0.2875377981468068}]",training_session_10
,1,0.95,341,"[{'cluster': 0, 'x_mean': -0.34925604428754764, 'x_std': 0.14439172986413992, 'y_mean': 0.35174484253316385, 'y_std': 0.11321376171310958, 'z_mean': -0.8438825414527162, 'z_std': 0.049022087478557026}, {'cluster': -1, 'x_mean': -0.08404321994134896, 'x_std': 0.4364045476196385, 'y_mean': 0.23689510263929592, 'y_std': 0.21585453166961774, 'z_mean': -0.8226921818181816, 'z_std': 0.1254417560550247}]",1,0.95,311,"[{'cluster': 0, 'x_mean': 0.4355961062221537, 'x_std': 0.11686903796061678, 'y_mean': 0.3757285191756842, 'y_std': 0.10409133749972482, 'z_mean': -0.7952022054423941, 'z_std': 0.04972243865703561}, {'cluster': -1, 'x_mean': 0.0845809742765273, 'x_std': 0.2494206965240641, 'y_mean': 0.1658945739549839, 'y_std': 0.34051710115367106, 'z_mean': -0.8702402090032157, 'z_std': 0.1373002332883613}]",training_session_11
,1,0.95,201,"[{'cluster': 0, 'x_mean': -0.2002472987477638, 'x_std': 0.18569809057348255, 'y_mean': 0.3864892124329158, 'y_std': 0.10830649662207428, 'z_mean': -0.8690161061419234, 'z_std': 0.04903074997001476}, {'cluster': -1, 'x_mean': -0.38222918905472625, 'x_std': 0.345475609203901, 'y_mean': 0.14757583830845772, 'y_std': 0.24953021566653497, 'z_mean': -0.7906469999999999, 'z_std': 0.12968242741080035}]",2,0.95,97,"[{'cluster': 0, 'x_mean': 0.4467562521297793, 'x_std': 0.12071952177540284, 'y_mean': 0.3728966819829611, 'y_std': 0.09647445693740996, 'z_mean': -0.7901607590175816, 'z_std': 0.055969197692074264}, {'cluster': 1, 'x_mean': 0.15855982999999996, 'x_std': 0.05417382623336259, 'y_mean': -0.11867883571428572, 'y_std': 0.07791053194742274, 'z_mean': -0.9725763528571431, 'z_std': 0.00829787480433404}, {'cluster': -1, 'x_mean': 0.05178840206185569, 'x_std': 0.264912549855113, 'y_mean': 0.32956081958762906, 'y_std': 0.3232890055965565, 'z_mean': -0.8317714690721648, 'z_std': 0.11563717341682286}]",training_session_12
,1,0.95,172,"[{'cluster': 0, 'x_mean': -0.18820058841515247, 'x_std': 0.24392709987333688, 'y_mean': 0.3816906870222533, 'y_std': 0.09701213503245784, 'z_mean': -0.8609424680652265, 'z_std': 0.05171423243951828}, {'cluster': -1, 'x_mean': -0.5978074563953485, 'x_std': 0.25962241318383356, 'y_mean': 0.16436526453488362, 'y_std': 0.17378215616884068, 'z_mean': -0.7018525436046509, 'z_std': 0.1417366353291842}]",2,0.95,132,"[{'cluster': 0, 'x_mean': 0.36218005156657873, 'x_std': 0.11893420564701661, 'y_mean': 0.45237136325065447, 'y_std': 0.0835878314130493, 'z_mean': -0.7972225089751956, 'z_std': 0.04180824242345372}, {'cluster': 1, 'x_mean': -0.1265706366782007, 'x_std': 0.05156807810083066, 'y_mean': -0.2540293339100348, 'y_std': 0.043614915803944485, 'z_mean': -0.9538795259515569, 'z_std': 0.012286738024731651}, {'cluster': -1, 'x_mean': 0.32516193181818176, 'x_std': 0.3312107360195063, 'y_mean': 0.3414348371212119, 'y_std': 0.3319476461694077, 'z_mean': -0.7125238484848483, 'z_std': 0.20909273149210142}]",training_session_13
,1,0.95,55,"[{'cluster': 0, 'x_mean': -0.2442575457273514, 'x_std': 0.14581985849313286, 'y_mean': 0.39447179436981994, 'y_std': 0.12418840462768392, 'z_mean': -0.8597629439839943, 'z_std': 0.050837645571152605}, {'cluster': -1, 'x_mean': -0.5591330181818182, 'x_std': 0.264447277874619, 'y_mean': 0.17638456363636362, 'y_std': 0.2214389599217835, 'z_mean': -0.7218703454545458, 'z_std': 0.11235147629957191}]",1,0.95,224,"[{'cluster': 0, 'x_mean': 0.40152407298595666, 'x_std': 0.11591381590079541, 'y_mean': 0.4320804063192904, 'y_std': 0.09181690555073986, 'z_mean': -0.7874105297487067, 'z_std': 0.04726793987092857}, {'cluster': -1, 'x_mean': -0.04697021651785715, 'x_std': 0.26548501521935536, 'y_mean': 0.06762668303571429, 'y_std': 0.31217373236295726, 'z_mean': -0.8980324620535717, 'z_std': 0.09240241061041787}]",training_session_14
,1,0.95,188,"[{'cluster': 0, 'x_mean': -0.2171644631410255, 'x_std': 0.14809046165766995, 'y_mean': 0.3875707819280088, 'y_std': 0.10600905109387022, 'z_mean': -0.8721359833579875, 'z_std': 0.048998402145280825}, {'cluster': -1, 'x_mean': -0.42714414893617, 'x_std': 0.269207691813113, 'y_mean': 0.063645079787234, 'y_std': 0.15966781284401685, 'z_mean': -0.8241077792553191, 'z_std': 0.1512893609827891}]",1,0.95,149,"[{'cluster': 0, 'x_mean': 0.4883362218118186, 'x_std': 0.10875158608033811, 'y_mean': 0.37603530443234845, 'y_std': 0.09588191633086363, 'z_mean': -0.7623936582426127, 'z_std': 0.07410894119062819}, {'cluster': -1, 'x_mean': 0.06442520134228186, 'x_std': 0.2499222059654326, 'y_mean': 0.41761756375838927, 'y_std': 0.23664937566866556, 'z_mean': -0.8245855637583894, 'z_std': 0.11023650115938215}]",training_session_15
,1,0.95,51,"[{'cluster': 0, 'x_mean': -0.19232532819535847, 'x_std': 0.1736763723426292, 'y_mean': 0.40850041946657417, 'y_std': 0.10104220837575274, 'z_mean': -0.8644831375129887, 'z_std': 0.048472645743291284}, {'cluster': -1, 'x_mean': -0.4365588137254903, 'x_std': 0.20598151357893651, 'y_mean': 0.21240358823529418, 'y_std': 0.2753265722994006, 'z_mean': -0.7916850784313725, 'z_std': 0.12509727434694062}]",1,0.95,94,"[{'cluster': 0, 'x_mean': 0.38806091875961074, 'x_std': 0.10000555299158773, 'y_mean': 0.40449760763710846, 'y_std': 0.10942853697487342, 'z_mean': -0.8094360005125583, 'z_std': 0.04804083843592783}, {'cluster': -1, 'x_mean': 0.19400732446808513, 'x_std': 0.19771488610959914, 'y_mean': 0.20083583510638306, 'y_std': 0.2967616098707378, 'z_mean': -0.8799562287234044, 'z_std': 0.11403321506894631}]",training_session_16
,1,0.95,85,"[{'cluster': 0, 'x_mean': -0.2389164192686056, 'x_std': 0.19622939018703717, 'y_mean': 0.3295736071428566, 'y_std': 0.14188686864420028, 'z_mean': -0.8745060294054754, 'z_std': 0.06452547838893881}, {'cluster': -1, 'x_mean': -0.5137049294117646, 'x_std': 0.258193206916169, 'y_mean': 0.09242633529411767, 'y_std': 0.29094049250279713, 'z_mean': -0.7449086529411766, 'z_std': 0.12553980724486366}]",1,0.95,123,"[{'cluster': 0, 'x_mean': 0.34161207448145847, 'x_std': 0.1425294728479847, 'y_mean': 0.4312113060967933, 'y_std': 0.09308758777450415, 'z_mean': -0.8118626313639218, 'z_std': 0.04937208537110067}, {'cluster': -1, 'x_mean': 0.15955486585365855, 'x_std': 0.24161918561625223, 'y_mean': 0.11660611788617883, 'y_std': 0.26001414820318575, 'z_mean': -0.9012998333333336, 'z_std': 0.12133507107428211}]",training_session_17
